#Accretion angular momentum 
#as function of Black Hole Mass
#rc_a and rc_b are bracketing the circularization radius,
#at which gas with initial angular momentum l_acc
#circularizes, which thus is the accretion radius
#
#l_acc, mbh, log(l_acc), log(mbh), rc_a, rc_b
0.009200 0.085601 -2.036213 -1.067522 0.001010 0.000989
0.009200 0.085701 -2.036213 -1.067015 0.001009 0.000988
0.009200 0.085801 -2.036213 -1.066508 0.001008 0.000986
0.009200 0.085901 -2.036213 -1.066002 0.001007 0.000985
0.009200 0.086001 -2.036213 -1.065497 0.001006 0.000984
0.009200 0.086101 -2.036213 -1.064992 0.001004 0.000983
0.009200 0.086201 -2.036213 -1.064488 0.001003 0.000982
0.009200 0.086301 -2.036213 -1.063985 0.001002 0.000981
0.009200 0.086401 -2.036213 -1.063482 0.001001 0.000980
0.009300 0.086501 -2.031517 -1.062979 0.001021 0.001000
0.009300 0.086601 -2.031517 -1.062478 0.001020 0.000999
0.009300 0.086701 -2.031517 -1.061976 0.001019 0.000998
0.009300 0.086801 -2.031517 -1.061476 0.001018 0.000996
0.009300 0.086901 -2.031517 -1.060976 0.001017 0.000995
0.009300 0.087001 -2.031517 -1.060476 0.001016 0.000994
0.009300 0.087101 -2.031517 -1.059977 0.001014 0.000993
0.009300 0.087201 -2.031517 -1.059479 0.001013 0.000992
0.009300 0.087301 -2.031517 -1.058981 0.001012 0.000991
0.009300 0.087401 -2.031517 -1.058484 0.001011 0.000990
0.009300 0.087501 -2.031517 -1.057987 0.001010 0.000988
0.009300 0.087601 -2.031517 -1.057491 0.001009 0.000987
0.009300 0.087701 -2.031517 -1.056996 0.001007 0.000986
0.009300 0.087801 -2.031517 -1.056501 0.001006 0.000985
0.009300 0.087901 -2.031517 -1.056007 0.001005 0.000984
0.009300 0.088001 -2.031517 -1.055513 0.001004 0.000983
0.009300 0.088101 -2.031517 -1.055020 0.001003 0.000982
0.009300 0.088201 -2.031517 -1.054527 0.001002 0.000981
0.009300 0.088301 -2.031517 -1.054035 0.001001 0.000979
0.009400 0.088401 -2.026873 -1.053543 0.001021 0.001000
0.009400 0.088501 -2.026873 -1.053052 0.001020 0.000998
0.009400 0.088601 -2.026873 -1.052562 0.001019 0.000997
0.009400 0.088701 -2.026873 -1.052072 0.001017 0.000996
0.009400 0.088801 -2.026873 -1.051582 0.001016 0.000995
0.009400 0.088901 -2.026873 -1.051094 0.001015 0.000994
0.009400 0.089001 -2.026873 -1.050605 0.001014 0.000993
0.009400 0.089101 -2.026873 -1.050118 0.001013 0.000992
0.009400 0.089201 -2.026873 -1.049631 0.001012 0.000991
0.009400 0.089301 -2.026873 -1.049144 0.001011 0.000989
0.009400 0.089401 -2.026873 -1.048658 0.001009 0.000988
0.009400 0.089501 -2.026873 -1.048172 0.001008 0.000987
0.009400 0.089601 -2.026873 -1.047687 0.001007 0.000986
0.009400 0.089701 -2.026873 -1.047203 0.001006 0.000985
0.009400 0.089801 -2.026873 -1.046719 0.001005 0.000984
0.009400 0.089901 -2.026873 -1.046236 0.001004 0.000983
0.009400 0.090001 -2.026873 -1.045753 0.001003 0.000982
0.009400 0.090101 -2.026873 -1.045271 0.001002 0.000981
0.009400 0.090201 -2.026873 -1.044789 0.001001 0.000980
0.009500 0.090301 -2.022277 -1.044308 0.001021 0.000999
0.009500 0.090401 -2.022277 -1.043827 0.001019 0.000998
0.009500 0.090501 -2.022277 -1.043347 0.001018 0.000997
0.009500 0.090601 -2.022277 -1.042867 0.001017 0.000996
0.009500 0.090701 -2.022277 -1.042388 0.001016 0.000995
0.009500 0.090801 -2.022277 -1.041910 0.001015 0.000994
0.009500 0.090901 -2.022277 -1.041432 0.001014 0.000993
0.009500 0.091001 -2.022277 -1.040954 0.001013 0.000992
0.009500 0.091101 -2.022277 -1.040477 0.001012 0.000991
0.009500 0.091201 -2.022277 -1.040001 0.001010 0.000990
0.009500 0.091301 -2.022277 -1.039525 0.001009 0.000988
0.009500 0.091401 -2.022277 -1.039049 0.001008 0.000987
0.009500 0.091501 -2.022277 -1.038574 0.001007 0.000986
0.009500 0.091601 -2.022277 -1.038100 0.001006 0.000985
0.009500 0.091701 -2.022277 -1.037626 0.001005 0.000984
0.009500 0.091801 -2.022277 -1.037153 0.001004 0.000983
0.009500 0.091901 -2.022277 -1.036680 0.001003 0.000982
0.009500 0.092001 -2.022277 -1.036208 0.001002 0.000981
0.009500 0.092101 -2.022277 -1.035736 0.001001 0.000980
0.009600 0.092201 -2.017729 -1.035264 0.001020 0.001000
0.009600 0.092301 -2.017729 -1.034794 0.001019 0.000998
0.009600 0.092401 -2.017729 -1.034323 0.001018 0.000997
0.009600 0.092501 -2.017729 -1.033854 0.001017 0.000996
0.009600 0.092601 -2.017729 -1.033384 0.001016 0.000995
0.009600 0.092701 -2.017729 -1.032916 0.001015 0.000994
0.009600 0.092801 -2.017729 -1.032447 0.001014 0.000993
0.009600 0.092901 -2.017729 -1.031980 0.001013 0.000992
0.009600 0.093001 -2.017729 -1.031512 0.001012 0.000991
0.009600 0.093101 -2.017729 -1.031046 0.001011 0.000990
0.009600 0.093201 -2.017729 -1.030579 0.001010 0.000989
0.009600 0.093301 -2.017729 -1.030114 0.001008 0.000988
0.009600 0.093401 -2.017729 -1.029648 0.001007 0.000987
0.009600 0.093501 -2.017729 -1.029184 0.001006 0.000986
0.009600 0.093601 -2.017729 -1.028719 0.001005 0.000985
0.009600 0.093701 -2.017729 -1.028256 0.001004 0.000984
0.009600 0.093801 -2.017729 -1.027792 0.001003 0.000982
0.009600 0.093901 -2.017729 -1.027330 0.001002 0.000981
0.009600 0.094001 -2.017729 -1.026867 0.001001 0.000980
0.009700 0.094101 -2.013229 -1.026406 0.001021 0.001000
0.009700 0.094201 -2.013229 -1.025944 0.001019 0.000999
0.009700 0.094301 -2.013229 -1.025484 0.001018 0.000998
0.009700 0.094401 -2.013229 -1.025023 0.001017 0.000997
0.009700 0.094501 -2.013229 -1.024563 0.001016 0.000996
0.009700 0.094601 -2.013229 -1.024104 0.001015 0.000995
0.009700 0.094701 -2.013229 -1.023645 0.001014 0.000994
0.009700 0.094801 -2.013229 -1.023187 0.001013 0.000992
0.009700 0.094901 -2.013229 -1.022729 0.001012 0.000991
0.009700 0.095001 -2.013229 -1.022272 0.001011 0.000990
0.009700 0.095101 -2.013229 -1.021815 0.001010 0.000989
0.009700 0.095201 -2.013229 -1.021358 0.001009 0.000988
0.009700 0.095301 -2.013229 -1.020902 0.001008 0.000987
0.009700 0.095401 -2.013229 -1.020447 0.001007 0.000986
0.009700 0.095501 -2.013229 -1.019992 0.001006 0.000985
0.009700 0.095601 -2.013229 -1.019537 0.001005 0.000984
0.009700 0.095701 -2.013229 -1.019083 0.001004 0.000983
0.009700 0.095801 -2.013229 -1.018630 0.001002 0.000982
0.009700 0.095901 -2.013229 -1.018177 0.001001 0.000981
0.009700 0.096001 -2.013229 -1.017724 0.001000 0.000980
0.009800 0.096101 -2.008774 -1.017272 0.001020 0.000999
0.009800 0.096201 -2.008774 -1.016820 0.001019 0.000998
0.009800 0.096301 -2.008774 -1.016369 0.001018 0.000997
0.009800 0.096401 -2.008774 -1.015918 0.001017 0.000996
0.009800 0.096501 -2.008774 -1.015468 0.001016 0.000995
0.009800 0.096601 -2.008774 -1.015018 0.001015 0.000994
0.009800 0.096701 -2.008774 -1.014569 0.001014 0.000993
0.009800 0.096801 -2.008774 -1.014120 0.001012 0.000992
0.009800 0.096901 -2.008774 -1.013671 0.001011 0.000991
0.009800 0.097001 -2.008774 -1.013223 0.001010 0.000990
0.009800 0.097101 -2.008774 -1.012776 0.001009 0.000989
0.009800 0.097201 -2.008774 -1.012329 0.001008 0.000988
0.009800 0.097301 -2.008774 -1.011882 0.001007 0.000987
0.009800 0.097401 -2.008774 -1.011436 0.001006 0.000986
0.009800 0.097501 -2.008774 -1.010991 0.001005 0.000985
0.009800 0.097601 -2.008774 -1.010545 0.001004 0.000984
0.009800 0.097701 -2.008774 -1.010101 0.001003 0.000983
0.009800 0.097801 -2.008774 -1.009656 0.001002 0.000982
0.009800 0.097901 -2.008774 -1.009213 0.001001 0.000981
0.009800 0.098001 -2.008774 -1.008769 0.001000 0.000980
0.009900 0.098101 -2.004365 -1.008326 0.001019 0.000999
0.009900 0.098201 -2.004365 -1.007884 0.001018 0.000998
0.009900 0.098301 -2.004365 -1.007442 0.001017 0.000997
0.009900 0.098401 -2.004365 -1.007000 0.001016 0.000996
0.009900 0.098501 -2.004365 -1.006559 0.001015 0.000995
0.009900 0.098601 -2.004365 -1.006118 0.001014 0.000994
0.009900 0.098701 -2.004365 -1.005678 0.001013 0.000993
0.009900 0.098801 -2.004365 -1.005238 0.001012 0.000992
0.009900 0.098901 -2.004365 -1.004799 0.001011 0.000991
0.009900 0.099001 -2.004365 -1.004360 0.001010 0.000990
0.009900 0.099101 -2.004365 -1.003922 0.001009 0.000989
0.009900 0.099201 -2.004365 -1.003483 0.001008 0.000988
0.009900 0.099301 -2.004365 -1.003046 0.001007 0.000987
0.009900 0.099401 -2.004365 -1.002609 0.001006 0.000986
0.009900 0.099501 -2.004365 -1.002172 0.001005 0.000985
0.009900 0.099601 -2.004365 -1.001736 0.001004 0.000984
0.009900 0.099701 -2.004365 -1.001300 0.001003 0.000983
0.009900 0.099801 -2.004365 -1.000865 0.001002 0.000982
0.009900 0.099901 -2.004365 -1.000430 0.001001 0.000981
